ID,s1_delta_r
ZINC000072498022,2.881091
ZINC000000627119,2.882252
ZINC000006908073,2.88248
ZINC000006855307,2.882939
ZINC000100366189,2.883951
ZINC000036395233,2.884813
ZINC000001681388,2.885634
ZINC000006190213,2.886467
ZINC000104816068,2.886906
ZINC000068203670,2.887379
ZINC000003192580,2.888295
ZINC000622928349,2.888419
ZINC000009167104,2.888728
ZINC000040457630,2.889198
ZINC000000441362,2.890957
ZINC000069976835,2.892473
ZINC000005855710,2.894706
ZINC000055180023,2.896159
ZINC000020834785,2.896625
ZINC000004134682,2.898595
ZINC000012285413,2.899
ZINC000003270813,2.901809
ZINC000003256050,2.901857
ZINC000002686576,2.903012
ZINC000069367500,2.903522
ZINC000005672401,2.903848
ZINC000085391758,2.904954
ZINC000009140258,2.905391
ZINC000013019137,2.906082
ZINC000004135278,2.907428
ZINC000054137324,2.90773
ZINC000003287173,2.908295
ZINC000013116182,2.908582
ZINC000004122841,2.908858
ZINC000016525012,2.910283
ZINC000009671283,2.911603
ZINC000008741294,2.912544
ZINC000020990322,2.913622
ZINC000095482093,2.914482
ZINC000025164613,2.915065
ZINC000077100090,2.917179
ZINC000001637636,2.917368
ZINC000071814521,2.918532
ZINC000040385809,2.918539
ZINC000032578435,2.919344
ZINC000000623139,2.919638
ZINC000170609394,2.919924
ZINC000033263872,2.920492
ZINC000009108837,2.922411
ZINC000000480190,2.922457
ZINC000003306043,2.925407
ZINC000005685336,2.925669
ZINC000033169131,2.928682
ZINC000024988418,2.929144
ZINC000005009216,2.929677
ZINC000008665247,2.929821
ZINC000000521269,2.930422
ZINC000002858095,2.930877
ZINC000071459240,2.931569
ZINC000095465021,2.931594
ZINC000253431301,2.932268
ZINC000044974132,2.93264
ZINC000952969963,2.932959
ZINC000006703971,2.934325
ZINC000001418436,2.934481
ZINC000015232294,2.935614
ZINC000005047897,2.936055
ZINC000150446821,2.936267
ZINC000101720029,2.936601
ZINC000021295719,2.937707
ZINC000005936122,2.938639
ZINC000005124931,2.940656
ZINC000013687114,2.941863
ZINC000004982138,2.944692
ZINC000040167237,2.944802
ZINC000100621172,2.947402
ZINC000003262977,2.948203
ZINC000104273020,2.950331
ZINC000097141723,2.951056
ZINC000097140300,2.951907
ZINC000003425712,2.952731
ZINC000004006154,2.953323
ZINC000009747130,2.953506
ZINC000030057143,2.954243
ZINC000013208709,2.954797
ZINC000000461260,2.955906
ZINC000100859783,2.956668
ZINC000029749239,2.957348
ZINC000002810262,2.958834
ZINC000008399248,2.959835
ZINC000002641530,2.961314
ZINC000025152372,2.964424
ZINC000000309109,2.9654
ZINC000020617143,2.965898
ZINC000032996345,2.967856
ZINC000096407241,2.968627
ZINC000263585605,2.970212
ZINC000109061430,2.972962
ZINC000049001835,2.97387
ZINC000096592598,2.97468
ZINC000007758565,2.97558
ZINC000072238516,2.9805
ZINC000000117227,2.982375
ZINC000058891685,2.982608
ZINC000000692407,2.982867
ZINC000001443700,2.984268
ZINC000154643297,2.984831
ZINC000101385371,2.98845
ZINC000100396179,2.988505
ZINC000001445417,2.988992
ZINC000006479842,2.989884
ZINC000049449690,2.989984
ZINC000001122034,2.990375
ZINC000021113237,2.992741
ZINC000084013765,2.995367
ZINC000039748843,2.995478
ZINC000409341753,2.996779
ZINC000006189548,2.997004
ZINC000006490354,2.997118
ZINC000013717204,2.9974
ZINC000001435464,2.997489
ZINC000253398295,2.999207
ZINC000015415236,3.000114
ZINC000072292823,3.001864
ZINC000040267338,3.005145
ZINC000006258215,3.007885
ZINC000001176878,3.00836
ZINC001506411684,3.009994
ZINC000003223868,3.013877
ZINC000020990216,3.015154
ZINC000005657836,3.018001
ZINC000000081240,3.018163
ZINC000017005307,3.018175
ZINC000009203439,3.020867
ZINC000004773697,3.021525
ZINC000005378187,3.022442
ZINC000100019082,3.025316
ZINC000263593988,3.026321
ZINC000004577828,3.026417
ZINC000004498733,3.030863
ZINC000012553748,3.03377
ZINC000222294468,3.033896
ZINC000952985577,3.034076
ZINC000023043112,3.034807
ZINC000016215277,3.037186
ZINC000007977343,3.041472
ZINC000075278756,3.042043
ZINC000090614200,3.04275
ZINC000230490165,3.044441
ZINC000032996543,3.044841
ZINC000002096282,3.045889
ZINC000096119974,3.046247
ZINC000006925296,3.046482
ZINC000001423276,3.046956
ZINC000002096279,3.048162
ZINC000005063823,3.051031
ZINC000095457302,3.051426
ZINC000096012247,3.053975
ZINC000254380079,3.057688
ZINC000048277463,3.059236
ZINC000058052656,3.059595
ZINC000096097987,3.059891
ZINC000008424705,3.060053
ZINC000001186492,3.060166
ZINC000005006024,3.065311
ZINC000000494828,3.06625
ZINC000007737851,3.066785
ZINC000000116230,3.068885
ZINC000064290844,3.069328
ZINC000409340290,3.072224
ZINC000002894398,3.072322
ZINC000606347510,3.073626
ZINC000001092940,3.076161
ZINC000012567084,3.076362
ZINC000012624853,3.077418
ZINC000001104848,3.078029
ZINC000005519765,3.078569
ZINC000002178758,3.078846
ZINC000101127109,3.080677
ZINC000100396605,3.08146
ZINC000020560755,3.082366
ZINC000002374726,3.083232
ZINC000254808309,3.086546
ZINC000077199682,3.086647
ZINC000254743297,3.08765
ZINC000003158339,3.08932
ZINC000002071363,3.091532
ZINC000006191571,3.093198
ZINC000000096754,3.093427
ZINC000012549142,3.09374
ZINC000002577178,3.094117
ZINC000006088963,3.099022
ZINC000037868436,3.101298
ZINC000002913463,3.104169
ZINC000331025441,3.104858
ZINC000034855978,3.107513
ZINC000101459141,3.108581
ZINC000008665313,3.110524
ZINC000329319819,3.112903
ZINC000002362382,3.114374
ZINC000000441720,3.114531
ZINC000003631187,3.116315
ZINC000008687956,3.117829
ZINC000104139101,3.121519
ZINC000009373665,3.123812
ZINC000075093138,3.126223
ZINC000001644224,3.126224
ZINC000001388044,3.12625
ZINC000072242353,3.130511
ZINC000008853632,3.130657
ZINC000000558340,3.132832
ZINC000003203317,3.133778
ZINC000012730253,3.13422
ZINC000000755102,3.134404
ZINC000013007240,3.135766
ZINC000003340375,3.136502
ZINC000004107492,3.136826
ZINC000058369923,3.137674
ZINC000002504460,3.137825
ZINC000225720745,3.138692
ZINC000952982562,3.140454
ZINC000026780228,3.142344
ZINC000017066637,3.142375
ZINC000000825412,3.14349
ZINC000097758615,3.149768
ZINC000008382557,3.150361
ZINC000058201911,3.15224
ZINC000017195581,3.152329
ZINC000009042822,3.153131
ZINC000016249341,3.153843
ZINC000038536749,3.154223
ZINC000016607166,3.154719
ZINC000102457074,3.155111
ZINC000254597932,3.157724
ZINC000888090940,3.159787
ZINC000006188574,3.160051
ZINC000048626830,3.162806
ZINC000199735602,3.163441
ZINC000002291594,3.164705
ZINC000057778379,3.164774
ZINC000006615873,3.166304
ZINC000001777217,3.167328
ZINC000098042786,3.171721
ZINC000002840446,3.171925
ZINC000100817271,3.172031
ZINC000000331173,3.172079
ZINC000408621171,3.172718
ZINC000000237444,3.173301
ZINC000001327946,3.174048
ZINC000071893247,3.177687
ZINC000012512820,3.182262
ZINC000004993978,3.182311
ZINC000003349415,3.182326
ZINC000017836123,3.182562
ZINC000011027432,3.183128
ZINC000013108136,3.183344
ZINC000000039948,3.184399
ZINC000020494350,3.184678
ZINC000000144113,3.184931
ZINC000013346257,3.18514
ZINC000100469686,3.187576
ZINC000021157400,3.189314
ZINC000013954989,3.189674
ZINC000004754000,3.191571
ZINC000003207179,3.193698
ZINC000040156319,3.194667
ZINC000408730013,3.196143
ZINC000033808199,3.196419
ZINC000035598244,3.197293
ZINC000409185129,3.19945
ZINC000011694970,3.199793
ZINC000409108691,3.20256
ZINC000014077294,3.206347
ZINC000008690043,3.207184
ZINC000002371503,3.207231
ZINC000006476344,3.207478
ZINC000009064179,3.20916
ZINC000075109623,3.209409
ZINC000254371715,3.211716
ZINC000003666266,3.215263
ZINC000002629378,3.21545
ZINC000000273338,3.216378
ZINC000328592175,3.218663
ZINC000055061169,3.218765
ZINC000330494462,3.218831
ZINC000016756776,3.218846
ZINC000076041139,3.221765
ZINC000004339755,3.221943
ZINC000003140515,3.223548
ZINC000001120765,3.227735
ZINC000067300043,3.228049
ZINC000408527190,3.230242
ZINC000328595121,3.230725
ZINC000012631739,3.231126
ZINC000033038363,3.231375
ZINC000054296444,3.23369
ZINC000005345140,3.233931
ZINC000002362337,3.236517
ZINC000253531420,3.236841
ZINC000103855581,3.237332
ZINC000004867870,3.237474
ZINC000004275733,3.238014
ZINC000000469791,3.23875
ZINC000005616670,3.240988
ZINC000013645856,3.241345
ZINC000000487486,3.241754
ZINC000005889324,3.242599
ZINC000002638280,3.243878
ZINC000034705981,3.244127
ZINC000003848456,3.24658
ZINC000002741002,3.251378
ZINC000000973511,3.25172
ZINC000012556434,3.252047
ZINC000001390007,3.253054
ZINC000039756107,3.254656
ZINC000014257794,3.256971
ZINC000034856997,3.260518
ZINC000065503878,3.260946
ZINC000038679046,3.261278
ZINC000008399204,3.26234
ZINC000044108354,3.262737
ZINC000113738640,3.265137
ZINC000254766138,3.268376
ZINC000000176223,3.269063
ZINC000000284383,3.269634
ZINC000096158031,3.269955
ZINC000082157362,3.27176
ZINC000001761192,3.271937
ZINC000005900229,3.271951
ZINC000005675445,3.272826
ZINC000067334520,3.273341
ZINC000075163341,3.275163
ZINC001529596153,3.276924
ZINC000040143991,3.278764
ZINC000009109927,3.279389
ZINC000005131893,3.281523
ZINC000012763908,3.284414
ZINC000252602108,3.287143
ZINC000001404077,3.287503
ZINC000254612624,3.287879
ZINC000254736230,3.288918
ZINC000003906612,3.288919
ZINC000097228809,3.289207
ZINC000000864930,3.290802
ZINC000024969055,3.292965
ZINC000013638626,3.293047
ZINC000102941251,3.295254
ZINC000027530450,3.296426
ZINC000073324215,3.298451
ZINC000001264646,3.301273
ZINC000101276279,3.30237
ZINC000001589614,3.302847
ZINC000409188431,3.303295
ZINC000007655874,3.306094
ZINC000000346465,3.306297
ZINC000005581974,3.307316
ZINC000069775645,3.310001
ZINC000104304131,3.310691
ZINC000006813648,3.314565
ZINC000001193109,3.315507
ZINC000000536788,3.316038
ZINC000006589574,3.316212
ZINC000006681155,3.316439
ZINC000408619091,3.319779
ZINC000254530707,3.320447
ZINC000003158338,3.321838
ZINC000000088117,3.325071
ZINC000005348726,3.325081
ZINC000001045972,3.325475
ZINC000003200461,3.326209
ZINC000000467593,3.327073
ZINC000072283311,3.327844
ZINC000005836908,3.328412
ZINC000001298558,3.32894
ZINC000010847264,3.330215
ZINC000058368566,3.332313
ZINC000009064185,3.33408
ZINC000003328712,3.33448
ZINC000000826183,3.335971
ZINC000006547946,3.338209
ZINC000022529652,3.3437
ZINC000102941545,3.344469
ZINC000002656359,3.346074
ZINC000104747839,3.346536
ZINC000002741244,3.347825
ZINC000065131348,3.347848
ZINC000006158819,3.351421
ZINC000100819197,3.354822
ZINC000000109880,3.356476
ZINC000007983188,3.357308
ZINC000002852621,3.35735
ZINC000017586065,3.357501
ZINC000009354821,3.363788
ZINC000016975092,3.364902
ZINC000015513925,3.364995
ZINC000000452891,3.367757
ZINC000000251751,3.368321
ZINC000002264284,3.370082
ZINC000003226058,3.371769
ZINC000005798175,3.372049
ZINC000100843312,3.372063
ZINC000012958935,3.374228
ZINC000005345346,3.376288
ZINC000002741198,3.376532
ZINC000065487780,3.376699
ZINC000001588732,3.377094
ZINC000003096207,3.378003
ZINC000013496763,3.383494
ZINC000016695662,3.385457
ZINC000032127452,3.386018
ZINC000005161968,3.386836
ZINC000003202596,3.388067
ZINC000018167137,3.388321
ZINC000045520726,3.388375
ZINC000409198837,3.390313
ZINC000006839802,3.391555
ZINC000001238841,3.391591
ZINC000000400052,3.392154
ZINC000408822872,3.393356
ZINC000005229429,3.393745
ZINC000069972087,3.394663
ZINC000055060953,3.395241
ZINC000004135276,3.39736
ZINC000005686823,3.3986
ZINC000001392540,3.398704
ZINC000001407221,3.399754
ZINC000035597468,3.399841
ZINC000408618581,3.400923
ZINC000065306320,3.404448
ZINC000151839064,3.404504
ZINC000409193147,3.404911
ZINC000002806798,3.405145
ZINC000011691665,3.406692
ZINC000058263913,3.40804
ZINC000150611328,3.412387
ZINC000225743927,3.412862
ZINC000001093345,3.412893
ZINC000009562871,3.414077
ZINC000001186821,3.414289
ZINC000004698678,3.419796
ZINC000100560837,3.420283
ZINC000005299505,3.420578
ZINC000000266433,3.421278
ZINC000009202686,3.424245
ZINC000096425315,3.424626
ZINC000033088696,3.424816
ZINC000004631095,3.426914
ZINC000015978741,3.427343
ZINC000002999251,3.428561
ZINC000104850866,3.43184
ZINC000001045678,3.432465
ZINC000002194103,3.434187
ZINC000011666334,3.434675
ZINC000002551754,3.435355
ZINC000001178630,3.438588
ZINC000012558512,3.439196
ZINC000023055508,3.440886
ZINC000016941467,3.441389
ZINC000409198000,3.443546
ZINC000004741318,3.444606
ZINC000023371591,3.445043
ZINC000004983808,3.446531
ZINC000035681834,3.447725
ZINC000058343685,3.450038
ZINC000097982329,3.4501
ZINC000003953831,3.450806
ZINC000022608932,3.451729
ZINC000155919642,3.456499
ZINC000002370298,3.457699
ZINC000058413251,3.461884
ZINC000072296677,3.462081
ZINC000012488203,3.462943
ZINC000090503018,3.463426
ZINC000012926799,3.465115
ZINC000096563989,3.465705
ZINC000065115203,3.465882
ZINC000003316013,3.46678
ZINC000072284208,3.466883
ZINC000003010207,3.467485
ZINC000002194426,3.46769
ZINC000101038796,3.469203
ZINC000005828309,3.469418
ZINC000085389773,3.471215
ZINC000047709153,3.474208
ZINC000408887768,3.474617
ZINC000036243899,3.476004
ZINC000000331177,3.478111
ZINC000012032595,3.478483
ZINC000013936055,3.478622
ZINC000085389778,3.478661
ZINC000001622920,3.47929
ZINC000013771497,3.479822
ZINC000000492402,3.48388
ZINC000017088011,3.484019
ZINC000000656378,3.484322
ZINC000009465408,3.484496
ZINC000002697282,3.489685
ZINC000006761456,3.492317
ZINC000013576983,3.492497
ZINC000009913969,3.49259
ZINC000084114296,3.4939
ZINC000006269129,3.497973
ZINC000951723420,3.49954
ZINC000069486883,3.507878
ZINC000000222383,3.509332
ZINC000006332217,3.509808
ZINC000013687972,3.510085
ZINC000001951273,3.511817
ZINC000002793374,3.511932
ZINC000409207297,3.512154
ZINC000000569501,3.513272
ZINC000170630875,3.513412
ZINC000016493443,3.514118
ZINC000003195915,3.51417
ZINC000005349009,3.51456
ZINC000004808895,3.516243
ZINC000004854916,3.516933
ZINC000002264434,3.520821
ZINC000000156657,3.522355
ZINC000003178297,3.525745
ZINC000003010202,3.527555
ZINC000001781785,3.528685
ZINC000032127834,3.529118
ZINC000002431630,3.529803
ZINC000008782794,3.530911
ZINC000002375989,3.53126
ZINC000013856266,3.531294
ZINC000001470998,3.534551
ZINC000095975533,3.535472
ZINC000242389597,3.537632
ZINC000001098602,3.537761
ZINC000001084287,3.539793
ZINC000002321989,3.541152
ZINC000001609929,3.5412
ZINC000057315924,3.542496
ZINC000253427031,3.543217
ZINC000013145571,3.543289
ZINC000052026381,3.545093
ZINC000009225155,3.546156
ZINC000102960100,3.546493
ZINC000225171160,3.546758
ZINC000002852763,3.547075
ZINC000005345656,3.549719
ZINC000002272920,3.550942
ZINC000005879555,3.55194
ZINC000013228285,3.552401
ZINC000072229710,3.554471
ZINC000002185057,3.554879
ZINC000077100460,3.555766
ZINC000095445368,3.556835
ZINC000002135607,3.557164
ZINC000003200404,3.560161
ZINC000002284396,3.562698
ZINC000003188295,3.564807
ZINC000328599441,3.564932
ZINC000021596510,3.565715
ZINC000017005528,3.566824
ZINC000002210151,3.569097
ZINC000012547029,3.572562
ZINC000096653041,3.572892
ZINC000027528298,3.573076
ZINC000584904514,3.573298
ZINC000100921619,3.573925
ZINC000002363038,3.573936
ZINC000001215394,3.575037
ZINC000253429128,3.576148
ZINC000101161213,3.577092
ZINC000096442752,3.5794
ZINC000000359640,3.579735
ZINC000002327036,3.580707
ZINC000016115864,3.581548
ZINC000096021889,3.582178
ZINC000000342025,3.584421
ZINC000150388314,3.584808
ZINC000060417197,3.587277
ZINC000100841606,3.587366
ZINC000225399068,3.587726
ZINC000004853262,3.588144
ZINC000072274926,3.592059
ZINC000000708495,3.598554
ZINC000008083718,3.600915
ZINC000001123779,3.601088
ZINC000001131426,3.603735
ZINC000004666457,3.605275
ZINC000058189937,3.60572
ZINC000100947045,3.606265
ZINC000012623933,3.606315
ZINC000000827828,3.607274
ZINC000033136517,3.608192
ZINC000110372953,3.610151
ZINC000008602849,3.610271
ZINC000019633580,3.611535
ZINC000000450677,3.614392
ZINC000002697242,3.616417
ZINC000408617496,3.616437
ZINC000003195623,3.618334
ZINC000073799152,3.620404
ZINC000253630102,3.622424
ZINC000004838720,3.622652
ZINC000000180552,3.623337
ZINC000102929528,3.623598
ZINC000005948327,3.626526
ZINC000004761570,3.63068
ZINC000001213385,3.634598
ZINC000095725648,3.634712
ZINC000409338107,3.636111
ZINC000001561847,3.639123
ZINC000004771299,3.639492
ZINC000000180574,3.640596
ZINC000069705334,3.642245
ZINC000013638011,3.644634
ZINC000003503629,3.646739
ZINC000031629120,3.650772
ZINC000033920715,3.653149
ZINC000020540072,3.654107
ZINC000409199077,3.655102
ZINC000002954650,3.655651
ZINC000409203590,3.65856
ZINC000002071403,3.662695
ZINC000008873977,3.665233
ZINC000008114245,3.666077
ZINC000000443031,3.666681
ZINC000005524339,3.668674
ZINC000008202910,3.670934
ZINC000003138307,3.670939
ZINC000097994008,3.674936
ZINC000254633002,3.679206
ZINC000000193153,3.685181
ZINC000034609398,3.687546
ZINC000001026413,3.688732
ZINC000329655078,3.689457
ZINC000072066834,3.691644
ZINC000096305866,3.692125
ZINC000254466131,3.692543
ZINC000047271531,3.694959
ZINC000005836026,3.695054
ZINC000009090850,3.695966
ZINC000058053614,3.696961
ZINC000000114095,3.697072
ZINC000263639662,3.697352
ZINC000000671672,3.698834
ZINC000004088206,3.701145
ZINC000032647016,3.702491
ZINC000006694159,3.702695
ZINC000016265096,3.703437
ZINC000003207170,3.705075
ZINC000254873871,3.705751
ZINC000018210613,3.706444
ZINC000070635624,3.707501
ZINC000003199185,3.707734
ZINC000000045845,3.708413
ZINC000032826548,3.708464
ZINC000102769211,3.709571
ZINC000329325393,3.711767
ZINC000016957615,3.713294
ZINC000012138786,3.715977
ZINC000017090051,3.716852
ZINC000096837318,3.720519
ZINC000008686077,3.722563
ZINC000005498725,3.72669
ZINC000033783258,3.728665
ZINC000480678130,3.731788
ZINC000049027282,3.736362
ZINC000002195053,3.745445
ZINC000000551906,3.745516
ZINC000062023033,3.748792
ZINC000004950461,3.752333
ZINC000001298561,3.752792
ZINC000004264591,3.753259
ZINC000067256536,3.753917
ZINC000008636714,3.756082
ZINC000006615819,3.758692
ZINC000012950662,3.761199
ZINC000000356980,3.764209
ZINC000003195997,3.768591
ZINC000027692442,3.768948
ZINC000005926459,3.771259
ZINC000006213887,3.773525
ZINC000008617777,3.774749
ZINC000003299186,3.777205
ZINC000100396332,3.777936
ZINC000000058647,3.785232
ZINC000005933840,3.785682
ZINC000085389775,3.788885
ZINC000055179282,3.789134
ZINC000390834955,3.789918
ZINC000023549979,3.79129
ZINC000003550070,3.791659
ZINC000000454914,3.792996
ZINC000013797337,3.796507
ZINC000001139048,3.796579
ZINC000049717464,3.796974
ZINC000004567224,3.798955
ZINC000004276219,3.799062
ZINC000000609218,3.803825
ZINC000002787832,3.806065
ZINC000006615845,3.807241
ZINC000001175721,3.808244
ZINC000170637955,3.80991
ZINC000096022673,3.810386
ZINC000016490013,3.814101
ZINC000006252352,3.814173
ZINC000084008053,3.817672
ZINC000000313633,3.82001
ZINC000003226105,3.821177
ZINC000012584791,3.823714
ZINC000003354039,3.824903
ZINC000001184000,3.829385
ZINC000006345210,3.830097
ZINC000079064880,3.830906
ZINC000006869565,3.832052
ZINC000022136439,3.833509
ZINC000003100796,3.834016
ZINC000000463525,3.839637
ZINC000033298996,3.840512
ZINC000002852697,3.842196
ZINC000000846667,3.842826
ZINC000006146890,3.843021
ZINC000002999860,3.843042
ZINC000018194545,3.843803
ZINC000000031966,3.854039
ZINC000004194481,3.857182
ZINC000069520709,3.859564
ZINC000033354398,3.860092
ZINC000409193968,3.867485
ZINC000006959306,3.868428
ZINC000328589842,3.873016
ZINC000104266215,3.873289
ZINC000000570335,3.874188
ZINC000048535655,3.876057
ZINC000062022998,3.876375
ZINC000012380159,3.876539
ZINC000011693815,3.879836
ZINC000012549602,3.88478
ZINC000254404525,3.884878
ZINC000005240437,3.88533
ZINC000032153800,3.887714
ZINC000009064565,3.890039
ZINC000004724027,3.89116
ZINC000032189230,3.89478
ZINC000100042424,3.895925
ZINC000040150914,3.896371
ZINC000002856212,3.896499
ZINC000001117229,3.898852
ZINC000009691446,3.900054
ZINC000058195282,3.90088
ZINC000013784770,3.901438
ZINC000003120052,3.902774
ZINC000017024803,3.905565
ZINC000001053350,3.907182
ZINC000000718452,3.909633
ZINC000002573244,3.9141
ZINC000033488198,3.91468
ZINC000000827844,3.916861
ZINC000006921069,3.91707
ZINC000005345101,3.919337
ZINC000032960410,3.920745
ZINC000072312237,3.924259
ZINC000006203654,3.92619
ZINC000032127783,3.930944
ZINC000020095938,3.931882
ZINC000001301769,3.935352
ZINC000060432177,3.940767
ZINC000004307666,3.945174
ZINC000004001653,3.945229
ZINC000001876589,3.956669
ZINC000003551448,3.959801
ZINC000006088996,3.961552
ZINC000005498726,3.96356
ZINC000003346455,3.967089
ZINC000069521374,3.967221
ZINC000008898382,3.969865
ZINC000102942294,3.971205
ZINC000040058316,3.973276
ZINC000007958487,3.97418
ZINC000000877431,3.976101
ZINC000013878993,3.978195
ZINC000003656738,3.979584
ZINC000009613519,3.981497
ZINC000000452083,3.981499
ZINC000006269365,3.982913
ZINC000000144116,3.987926
ZINC000009329979,3.98864
ZINC000253470693,3.990479
ZINC000007512715,3.990954
ZINC000001685035,3.992818
ZINC000012932683,3.998396
ZINC000016449009,4.001876
ZINC000001188364,4.002067
ZINC000084374585,4.004829
ZINC000020534024,4.004839
ZINC000069390375,4.00529
ZINC000001764954,4.010004
ZINC000001175704,4.010285
ZINC000000675615,4.012186
ZINC000002568805,4.014089
ZINC000253432186,4.015304
ZINC000104199362,4.020081
ZINC000002756711,4.020316
ZINC000000080787,4.020877
ZINC000009115150,4.022356
ZINC000009115153,4.031215
ZINC000001158757,4.034934
ZINC000022279413,4.037173
ZINC000008874773,4.037558
ZINC000022130524,4.038712
ZINC000018194162,4.039233
ZINC000020635013,4.039324
ZINC000033334146,4.041004
ZINC000074715480,4.041245
ZINC000009183524,4.042741
ZINC000032721720,4.046608
ZINC000084671068,4.04741
ZINC000241157323,4.047658
ZINC000000456675,4.047825
ZINC000003287983,4.048087
ZINC000006910943,4.048355
ZINC000001387594,4.050664
ZINC000000456568,4.051375
ZINC000072352770,4.051403
ZINC000035325789,4.052665
ZINC000004014330,4.054677
ZINC000004054738,4.063949
ZINC000006614636,4.065462
ZINC000017249311,4.066856
ZINC000103209924,4.066997
ZINC000329424714,4.068684
ZINC000033684196,4.068704
ZINC000003256545,4.084594
ZINC000004016372,4.085319
ZINC000009090337,4.094105
ZINC000001065399,4.094293
ZINC000000366084,4.095236
ZINC000101434076,4.096333
ZINC000252630661,4.102354
ZINC000100430702,4.104491
ZINC000004864447,4.105537
ZINC000004036363,4.106502
ZINC000005447326,4.107656
ZINC000000156295,4.108238
ZINC000097981338,4.108697
ZINC000003878155,4.109719
ZINC000016956195,4.113952
ZINC000021658521,4.116118
ZINC000013137940,4.116379
ZINC000004585660,4.120154
ZINC000072235811,4.12024
ZINC000004036341,4.120293
ZINC000084846978,4.120952
ZINC000001512323,4.121713
ZINC000002379554,4.12382
ZINC000000202431,4.12595
ZINC000003893258,4.126656
ZINC000225662772,4.127759
ZINC000000814513,4.129295
ZINC000000877442,4.130254
ZINC000003404730,4.130501
ZINC000002206606,4.131815
ZINC000060291316,4.133163
ZINC000075285931,4.133765
ZINC000016779000,4.135041
ZINC000010217186,4.135793
ZINC000018052004,4.135796
ZINC000002913458,4.135906
ZINC000000877444,4.135984
ZINC000006088861,4.137418
ZINC000002472076,4.141709
ZINC000032902907,4.145594
ZINC000004134664,4.14698
ZINC000005378670,4.147588
ZINC000001175613,4.148582
ZINC000001176594,4.150273
ZINC000016050523,4.151772
ZINC000025185389,4.155752
ZINC000001390627,4.157706
ZINC000006088741,4.158076
ZINC000009035663,4.15945
ZINC000095395260,4.162566
ZINC000089845713,4.163392
ZINC000000677183,4.164727
ZINC000000956511,4.166051
ZINC000000266492,4.167884
ZINC000006297213,4.169511
ZINC000004864446,4.173468
ZINC000040156330,4.175765
ZINC000046127066,4.176283
ZINC000075157975,4.177022
ZINC000012339798,4.177991
ZINC000008718885,4.178158
ZINC000408718139,4.180724
ZINC000009373253,4.184048
ZINC000014792256,4.185905
ZINC000058888715,4.186658
ZINC000003223871,4.18747
ZINC000016779012,4.189183
ZINC000004585686,4.189205
ZINC000575424334,4.189351
ZINC000098002559,4.191722
ZINC000012548235,4.192633
ZINC000083150698,4.192749
ZINC000019504632,4.193547
ZINC000048355573,4.19399
ZINC000096022008,4.207211
ZINC000253426141,4.209891
ZINC000007046808,4.210453
ZINC000097984043,4.212216
ZINC000079047627,4.218477
ZINC000006269686,4.224465
ZINC000023989428,4.228823
ZINC000009460524,4.228873
ZINC000017092274,4.2322
ZINC000021359050,4.233738
ZINC000058850524,4.240677
ZINC000089331169,4.243353
ZINC000005846506,4.244286
ZINC000104361425,4.251987
ZINC000048345538,4.253497
ZINC000033808207,4.254793
ZINC000003422680,4.260722
ZINC000033387713,4.262417
ZINC000006089005,4.270176
ZINC000040385594,4.272236
ZINC000023270331,4.273646
ZINC000001516321,4.273809
ZINC000097108806,4.276481
ZINC000044902489,4.282989
ZINC000023258506,4.283428
ZINC000067955152,4.285707
ZINC000016215894,4.286518
ZINC000017160268,4.28673
ZINC000067654524,4.288156
ZINC000001156698,4.288219
ZINC000025584729,4.289626
ZINC000036618752,4.289881
ZINC000001394698,4.291086
ZINC000408901310,4.293511
ZINC000004051472,4.294791
ZINC000006487040,4.299918
ZINC000008587590,4.301342
ZINC000057313933,4.301605
ZINC000015108532,4.301753
ZINC000016292715,4.306874
ZINC000012490957,4.312938
ZINC000010882579,4.316332
ZINC000013149211,4.32299
ZINC000001465114,4.326616
ZINC000017779054,4.330245
ZINC000073634532,4.330646
ZINC000073634514,4.330817
ZINC000000988170,4.340468
ZINC000033323319,4.340978
ZINC000006660874,4.341215
ZINC000407947247,4.343732
ZINC000064837623,4.34379
ZINC000089540462,4.355188
ZINC000017095384,4.356205
ZINC000006935177,4.35796
ZINC000002637901,4.359977
ZINC000001087409,4.360436
ZINC000007655862,4.364651
ZINC000001505587,4.371789
ZINC000097966740,4.377311
ZINC000136079108,4.377455
ZINC000003894021,4.378985
ZINC000018138491,4.379798
ZINC000016957617,4.382786
ZINC000095962149,4.387378
ZINC000017099003,4.387653
ZINC000016137299,4.396564
ZINC000027994434,4.403541
ZINC000000211317,4.408788
ZINC000283087787,4.408871
ZINC000000353894,4.412218
ZINC000014068219,4.413436
ZINC000006616292,4.413857
ZINC000006305851,4.416179
ZINC000000298020,4.416852
ZINC000065098016,4.42379
ZINC000409136766,4.429776
ZINC000005401743,4.434268
ZINC000020487887,4.435403
ZINC000010254034,4.43552
ZINC000001509352,4.437114
ZINC000001576717,4.440887
ZINC000002858524,4.444588
ZINC000001244551,4.447102
ZINC000075572519,4.450454
ZINC000012936287,4.452692
ZINC000408923808,4.453689
ZINC000000137020,4.455858
ZINC000409392358,4.456393
ZINC000002572316,4.457862
ZINC000001588837,4.459887
ZINC000408721986,4.460523
ZINC000065318793,4.460678
ZINC000003100797,4.461772
ZINC000065080234,4.463392
ZINC000100871612,4.465406
ZINC000059464230,4.469702
